rating,text
5,"Dịch vụ ok, ktv dễ thương, tay nghề tốt.
Nói chung là rất mát tay luôn. Chiến này làm khách ruột của Rebi luôn 🥰🥰🥰, hôm nay Rebi  trang trí đẹp nữa 👍 …"
5,"Không gian quán spa rất yên tĩnh và thoải mái. Dịch vụ lấy mụn chất lượng, giúp mình thư giãn hoàn toàn sau một tuần làm việc căng thẳng. Nhân viên rất chuyên nghiệp và luôn chu đáo. Cảm giác như được chăm sóc tận tình. Rất hài lòng với trải nghiệm ở đây ^^"
5,"Nhân viên dễ thương, tư vấn nhiệt tình, không vẽ thêm dịch vụ để ăn tiền khách. Cách làm việc chuyên nghiệp, tay nghề cao, chăm sóc khách hàng có tâm. 10 sao"
5,"Một chiếc spa siêu có tâm và chất lượng, một địa điểm mà ngoài việc đến để chăm sóc da, còn có thể chữa lành  sau một ngày làm việc mệt mỏi và áp lực nhé, dễ thương từ anh giữ xe đến chị lễ tân, sau cùng là bàn tay chăm sóc chuyên nghiệp …"
5,"Tin tưởng và hoàn toàn hài lòng với các dịch vụ đã trải nghiệm ở Rebi 3 năm nay. Từ lần đầu tiên tui hông biết chỗ nào giúp mình cải thiện làn da mụn , tui search gg để tìm chỗ nặn mụn. Cái nào top 1-3 uy tín tui đi thử. Cũng cảnh giác vì …"
5,"Cuối năm rồi tới Rebi mần đẹp thôi, Spa uy tín chất lượng các bạn kỹ thuật viên rất tận tâm, tư vấn viên dễ thương nhiệt tình, tư vấn liệu trình cũng như sản phẩm khá phù hợp.Mình đã làm đẹp ở đây từ lúc Spa mới mở tới giờ vẫn khá hài lòng mỗi khi qua đây chăm sóc da.🥰 …"
5,"Mấy chị rất dễ thương, chân ái khi mình bị mụn, mình chỉ tin tưởng thui á mng 😝 rất uy tín ạa. Sản phẩm trị mụn gì cũng có lun …"
5,"Mình rất thích dịch vụ ở đây
Thơm tho sạch sẽ và gọn gàng rất đẹp mắt 👌
Nhân viên rất chu đáo và dễ thương 🥰 …"
5,"Lần đầu ghé rebi beauty nhưng rất có thiện cảm. Nhân viên tư vấn nhiệt tình và rất dễ thương, không gian spa decor đẹppppppp 🤩 …"
5,"Dịch vụ tốt, chuyên nghiệp, tư vấn tận tình, tạo cảm giác vui vẻ thoải mái"
5,"Lần đầu mình tới Rebi Beauty nặn mụn do được giới thiệu . Trộm vía nặn rất sạch mụn , không để lại thâm và được các chị tư vấn nhiệt tình xài sản phẩm rất oke ạ ❤️"
5,tuyệt vờiiiiiiiii lắm lun mọi người từ từng dịch vụ và mọi người rất thân thiện nhiệt tình ạ
5,"Nhân viên dễ thương tư vấn tận tình ko up sales nha,sữa chua ngon nên ghé nha"
5,"Mình sử dụng dịch vụ bên cn2 Tân Bình quá là ok, các chị ktv dễ thương tận tình mát tay, mình đánh giá cao về nghiệp vụ của team Rebi, nếu có dịp mình sẽ qua cn1 Gò Vấp trải nghiệm. Mong Rebi mãi phát huy và giữ vững lòng tin của khách hàng."
5,"Cảm ơn Rebi nhé. Mới tới lần đầu do có nhỏ bạn giới thiệu. Mình nặn mụn, gội đầu thấy giá cả phải chăng, giá ổn. Nhân viên vui vẻ thân thiện không chèo kéo ."
